timestamp,filename,rain,rain_class,total_rain
2023-02-14 13:55:00,SMM00894_20230214_135500.wav,0,no rain,0.0
2023-02-14 14:00:00,SMM00894_20230214_140000.wav,0,no rain,0.0
2023-02-14 14:05:00,SMM00894_20230214_140500.wav,0,no rain,0.0
2023-02-14 14:10:00,SMM00894_20230214_141000.wav,0,no rain,0.0
2023-02-14 14:15:00,SMM00894_20230214_141500.wav,0,no rain,0.0
2023-02-14 14:20:00,SMM00894_20230214_142000.wav,0,no rain,0.0
2023-02-14 14:25:00,SMM00894_20230214_142500.wav,0,no rain,0.0
2023-02-14 14:30:00,SMM00894_20230214_143000.wav,0,no rain,0.0
2023-02-14 14:35:00,SMM00894_20230214_143500.wav,0,no rain,0.0
2023-02-14 14:40:00,SMM00894_20230214_144000.wav,0,no rain,0.0
2023-02-14 14:45:00,SMM00894_20230214_144500.wav,0,no rain,0.0
2023-02-14 14:50:00,SMM00894_20230214_145000.wav,0,no rain,0.0
2023-02-14 14:55:00,SMM00894_20230214_145500.wav,0,no rain,0.0
2023-02-14 15:00:00,SMM00894_20230214_150000.wav,0,no rain,0.0
2023-02-14 15:05:00,SMM00894_20230214_150500.wav,0,no rain,0.0
2023-02-14 15:10:00,SMM00894_20230214_151000.wav,0,no rain,0.0
2023-02-14 15:15:00,SMM00894_20230214_151500.wav,0,no rain,0.0
2023-02-14 15:20:00,SMM00894_20230214_152000.wav,0,no rain,0.0
2023-02-14 15:25:00,SMM00894_20230214_152500.wav,0,no rain,0.0
2023-02-14 15:30:00,SMM00894_20230214_153000.wav,0,no rain,0.0
2023-02-14 15:35:00,SMM00894_20230214_153500.wav,1,moderate,0.6
2023-02-14 15:40:00,SMM00894_20230214_154000.wav,1,moderate,0.6
2023-02-14 15:45:00,SMM00894_20230214_154500.wav,0,no rain,0.0
2023-02-14 15:50:00,SMM00894_20230214_155000.wav,0,no rain,0.0
2023-02-14 15:55:00,SMM00894_20230214_155500.wav,0,no rain,0.0
2023-02-14 16:00:00,SMM00894_20230214_160000.wav,0,no rain,0.0
2023-02-14 16:05:00,SMM00894_20230214_160500.wav,0,no rain,0.0
2023-02-14 16:10:00,SMM00894_20230214_161000.wav,0,no rain,0.0
2023-02-14 16:15:00,SMM00894_20230214_161500.wav,0,no rain,0.0
2023-02-14 16:20:00,SMM00894_20230214_162000.wav,0,no rain,0.0
2023-02-14 16:25:00,SMM00894_20230214_162500.wav,0,no rain,0.0
2023-02-14 16:30:00,SMM00894_20230214_163000.wav,0,no rain,0.0
2023-02-14 16:35:00,SMM00894_20230214_163500.wav,0,no rain,0.0
2023-02-14 16:40:00,SMM00894_20230214_164000.wav,0,no rain,0.0
2023-02-14 16:45:00,SMM00894_20230214_164500.wav,0,no rain,0.0
2023-02-14 16:50:00,SMM00894_20230214_165000.wav,0,no rain,0.0
2023-02-14 16:55:00,SMM00894_20230214_165500.wav,0,no rain,0.0
2023-02-14 17:00:00,SMM00894_20230214_170000.wav,0,no rain,0.0
2023-02-14 17:05:00,SMM00894_20230214_170500.wav,0,no rain,0.0
2023-02-14 17:10:00,SMM00894_20230214_171000.wav,0,no rain,0.0
2023-02-14 17:15:00,SMM00894_20230214_171500.wav,0,no rain,0.0
2023-02-14 17:20:00,SMM00894_20230214_172000.wav,0,no rain,0.0
2023-02-14 17:25:00,SMM00894_20230214_172500.wav,0,no rain,0.0
2023-02-14 17:30:00,SMM00894_20230214_173000.wav,0,no rain,0.0
2023-02-14 17:35:00,SMM00894_20230214_173500.wav,0,no rain,0.0
2023-02-14 17:40:00,SMM00894_20230214_174000.wav,0,no rain,0.0
2023-02-14 17:45:00,SMM00894_20230214_174500.wav,0,no rain,0.0
2023-02-14 17:50:00,SMM00894_20230214_175000.wav,0,no rain,0.0
2023-02-14 17:55:00,SMM00894_20230214_175500.wav,0,no rain,0.0
2023-02-14 18:00:00,SMM00894_20230214_180000.wav,0,no rain,0.0
2023-02-14 18:05:00,SMM00894_20230214_180500.wav,0,no rain,0.0
2023-02-14 18:10:00,SMM00894_20230214_181000.wav,0,no rain,0.0
2023-02-14 18:15:00,SMM00894_20230214_181500.wav,0,no rain,0.0
2023-02-14 18:20:00,SMM00894_20230214_182000.wav,0,no rain,0.0
2023-02-14 18:25:00,SMM00894_20230214_182500.wav,0,no rain,0.0
2023-02-14 18:30:00,SMM00894_20230214_183000.wav,0,no rain,0.0
2023-02-14 18:35:00,SMM00894_20230214_183500.wav,0,no rain,0.0
2023-02-14 18:40:00,SMM00894_20230214_184000.wav,0,no rain,0.0
2023-02-14 18:45:00,SMM00894_20230214_184500.wav,0,no rain,0.0
2023-02-14 18:50:00,SMM00894_20230214_185000.wav,0,no rain,0.0
2023-02-14 18:55:00,SMM00894_20230214_185500.wav,0,no rain,0.0
2023-02-14 19:00:00,SMM00894_20230214_190000.wav,0,no rain,0.0
2023-02-14 19:05:00,SMM00894_20230214_190500.wav,0,no rain,0.0
2023-02-14 19:10:00,SMM00894_20230214_191000.wav,0,no rain,0.0
2023-02-14 19:15:00,SMM00894_20230214_191500.wav,0,no rain,0.0
2023-02-14 19:20:00,SMM00894_20230214_192000.wav,0,no rain,0.0
2023-02-14 19:25:00,SMM00894_20230214_192500.wav,0,no rain,0.0
2023-02-14 19:30:00,SMM00894_20230214_193000.wav,0,no rain,0.0
2023-02-14 19:35:00,SMM00894_20230214_193500.wav,1,moderate,0.6
2023-02-14 19:40:00,SMM00894_20230214_194000.wav,1,light,0.2
2023-02-14 19:45:00,SMM00894_20230214_194500.wav,1,light,0.2
2023-02-14 19:50:00,SMM00894_20230214_195000.wav,1,moderate,0.4
2023-02-14 19:55:00,SMM00894_20230214_195500.wav,1,light,0.2
2023-02-14 20:00:00,SMM00894_20230214_200000.wav,1,light,0.2
2023-02-14 20:05:00,SMM00894_20230214_200500.wav,0,no rain,0.0
2023-02-14 20:10:00,SMM00894_20230214_201000.wav,0,no rain,0.2
2023-02-14 20:15:00,SMM00894_20230214_201500.wav,0,no rain,0.0
2023-02-14 20:20:00,SMM00894_20230214_202000.wav,0,no rain,0.0
2023-02-14 20:25:00,SMM00894_20230214_202500.wav,0,no rain,0.0
2023-02-14 20:30:00,SMM00894_20230214_203000.wav,0,no rain,0.0
2023-02-14 20:35:00,SMM00894_20230214_203500.wav,0,no rain,0.2
2023-02-14 20:40:00,SMM00894_20230214_204000.wav,0,no rain,0.0
2023-02-14 20:45:00,SMM00894_20230214_204500.wav,0,no rain,0.0
2023-02-14 20:50:00,SMM00894_20230214_205000.wav,0,no rain,0.2
2023-02-14 20:55:00,SMM00894_20230214_205500.wav,0,no rain,0.0
2023-02-14 21:00:00,SMM00894_20230214_210000.wav,0,no rain,0.0
2023-02-14 21:05:00,SMM00894_20230214_210500.wav,0,no rain,0.0
2023-02-14 21:10:00,SMM00894_20230214_211000.wav,0,no rain,0.0
2023-02-14 21:15:00,SMM00894_20230214_211500.wav,0,no rain,0.0
2023-02-14 21:20:00,SMM00894_20230214_212000.wav,1,moderate,0.4
2023-02-14 21:25:00,SMM00894_20230214_212500.wav,0,no rain,0.0
2023-02-14 21:30:00,SMM00894_20230214_213000.wav,0,no rain,0.0
2023-02-14 21:35:00,SMM00894_20230214_213500.wav,0,no rain,0.0
2023-02-14 21:40:00,SMM00894_20230214_214000.wav,0,no rain,0.0
2023-02-14 21:45:00,SMM00894_20230214_214500.wav,0,no rain,0.0
2023-02-14 21:50:00,SMM00894_20230214_215000.wav,0,no rain,0.0
2023-02-14 21:55:00,SMM00894_20230214_215500.wav,0,no rain,0.0
2023-02-14 22:00:00,SMM00894_20230214_220000.wav,0,no rain,0.0
2023-02-14 22:05:00,SMM00894_20230214_220500.wav,0,no rain,0.0
2023-02-14 22:10:00,SMM00894_20230214_221000.wav,0,no rain,0.0
2023-02-14 22:15:00,SMM00894_20230214_221500.wav,0,no rain,0.0
2023-02-14 22:20:00,SMM00894_20230214_222000.wav,0,no rain,0.0
2023-02-14 22:25:00,SMM00894_20230214_222500.wav,0,no rain,0.0
2023-02-14 22:30:00,SMM00894_20230214_223000.wav,0,no rain,0.0
2023-02-14 22:35:00,SMM00894_20230214_223500.wav,0,no rain,0.0
2023-02-14 22:40:00,SMM00894_20230214_224000.wav,0,no rain,0.0
2023-02-14 22:45:00,SMM00894_20230214_224500.wav,0,no rain,0.0
2023-02-14 22:50:00,SMM00894_20230214_225000.wav,0,no rain,0.0
2023-02-14 22:55:00,SMM00894_20230214_225500.wav,0,no rain,0.0
2023-02-14 23:00:00,SMM00894_20230214_230000.wav,0,no rain,0.0
2023-02-14 23:05:00,SMM00894_20230214_230500.wav,0,no rain,0.0
2023-02-14 23:10:00,SMM00894_20230214_231000.wav,0,no rain,0.0
2023-02-14 23:15:00,SMM00894_20230214_231500.wav,0,no rain,0.0
2023-02-14 23:20:00,SMM00894_20230214_232000.wav,0,no rain,0.0
2023-02-14 23:25:00,SMM00894_20230214_232500.wav,0,no rain,0.0
2023-02-14 23:30:00,SMM00894_20230214_233000.wav,0,no rain,0.0
2023-02-14 23:35:00,SMM00894_20230214_233500.wav,0,no rain,0.0
2023-02-14 23:40:00,SMM00894_20230214_234000.wav,0,no rain,0.0
2023-02-14 23:45:00,SMM00894_20230214_234500.wav,0,no rain,0.0
2023-02-14 23:50:00,SMM00894_20230214_235000.wav,0,no rain,0.0
2023-02-14 23:55:00,SMM00894_20230214_235500.wav,0,no rain,0.0
2023-02-15 00:00:00,SMM00894_20230215_000000.wav,0,no rain,0.0
2023-02-15 00:05:00,SMM00894_20230215_000500.wav,0,no rain,0.0
2023-02-15 00:10:00,SMM00894_20230215_001000.wav,0,no rain,0.0
2023-02-15 00:15:00,SMM00894_20230215_001500.wav,0,no rain,0.0
2023-02-15 00:20:00,SMM00894_20230215_002000.wav,0,no rain,0.0
2023-02-15 00:25:00,SMM00894_20230215_002500.wav,0,no rain,0.0
2023-02-15 00:30:00,SMM00894_20230215_003000.wav,0,no rain,0.0
2023-02-15 00:35:00,SMM00894_20230215_003500.wav,0,no rain,0.0
2023-02-15 00:40:00,SMM00894_20230215_004000.wav,0,no rain,0.0
2023-02-15 00:45:00,SMM00894_20230215_004500.wav,0,no rain,0.0
2023-02-15 00:50:00,SMM00894_20230215_005000.wav,0,no rain,0.0
2023-02-15 00:55:00,SMM00894_20230215_005500.wav,0,no rain,0.0
2023-02-15 01:00:00,SMM00894_20230215_010000.wav,0,no rain,0.0
2023-02-15 01:05:00,SMM00894_20230215_010500.wav,0,no rain,0.0
2023-02-15 01:10:00,SMM00894_20230215_011000.wav,0,no rain,0.0
2023-02-15 01:15:00,SMM00894_20230215_011500.wav,0,no rain,0.0
2023-02-15 01:20:00,SMM00894_20230215_012000.wav,0,no rain,0.0
2023-02-15 01:25:00,SMM00894_20230215_012500.wav,0,no rain,0.0
2023-02-15 01:30:00,SMM00894_20230215_013000.wav,0,no rain,0.0
2023-02-15 01:35:00,SMM00894_20230215_013500.wav,0,no rain,0.0
2023-02-15 01:40:00,SMM00894_20230215_014000.wav,0,no rain,0.0
2023-02-15 01:45:00,SMM00894_20230215_014500.wav,0,no rain,0.0
2023-02-15 01:50:00,SMM00894_20230215_015000.wav,0,no rain,0.0
2023-02-15 01:55:00,SMM00894_20230215_015500.wav,0,no rain,0.0
2023-02-15 02:00:00,SMM00894_20230215_020000.wav,0,no rain,0.0
2023-02-15 02:05:00,SMM00894_20230215_020500.wav,0,no rain,0.0
2023-02-15 02:10:00,SMM00894_20230215_021000.wav,0,no rain,0.0
2023-02-15 02:15:00,SMM00894_20230215_021500.wav,0,no rain,0.0
2023-02-15 02:20:00,SMM00894_20230215_022000.wav,0,no rain,0.0
2023-02-15 02:25:00,SMM00894_20230215_022500.wav,0,no rain,0.0
2023-02-15 02:30:00,SMM00894_20230215_023000.wav,0,no rain,0.0
2023-02-15 02:35:00,SMM00894_20230215_023500.wav,0,no rain,0.0
2023-02-15 02:40:00,SMM00894_20230215_024000.wav,0,no rain,0.0
2023-02-15 02:45:00,SMM00894_20230215_024500.wav,0,no rain,0.0
2023-02-15 02:50:00,SMM00894_20230215_025000.wav,0,no rain,0.0
2023-02-15 02:55:00,SMM00894_20230215_025500.wav,0,no rain,0.0
2023-02-15 03:00:00,SMM00894_20230215_030000.wav,0,no rain,0.0
2023-02-15 03:05:00,SMM00894_20230215_030500.wav,0,no rain,0.0
2023-02-15 03:10:00,SMM00894_20230215_031000.wav,0,no rain,0.0
2023-02-15 03:15:00,SMM00894_20230215_031500.wav,0,no rain,0.0
2023-02-15 03:20:00,SMM00894_20230215_032000.wav,0,no rain,0.0
2023-02-15 03:25:00,SMM00894_20230215_032500.wav,0,no rain,0.0
2023-02-15 03:30:00,SMM00894_20230215_033000.wav,0,no rain,0.0
2023-02-15 03:35:00,SMM00894_20230215_033500.wav,0,no rain,0.0
2023-02-15 03:40:00,SMM00894_20230215_034000.wav,0,no rain,0.0
2023-02-15 03:45:00,SMM00894_20230215_034500.wav,0,no rain,0.0
2023-02-15 03:50:00,SMM00894_20230215_035000.wav,0,no rain,0.0
2023-02-15 03:55:00,SMM00894_20230215_035500.wav,0,no rain,0.0
2023-02-15 04:00:00,SMM00894_20230215_040000.wav,0,no rain,0.0
2023-02-15 04:05:00,SMM00894_20230215_040500.wav,0,no rain,0.0
2023-02-15 04:10:00,SMM00894_20230215_041000.wav,0,no rain,0.0
2023-02-15 04:15:00,SMM00894_20230215_041500.wav,0,no rain,0.0
2023-02-15 04:20:00,SMM00894_20230215_042000.wav,0,no rain,0.0
2023-02-15 04:25:00,SMM00894_20230215_042500.wav,0,no rain,0.0
2023-02-15 04:30:00,SMM00894_20230215_043000.wav,0,no rain,0.0
2023-02-15 04:35:00,SMM00894_20230215_043500.wav,0,no rain,0.0
2023-02-15 04:40:00,SMM00894_20230215_044000.wav,0,no rain,0.0
2023-02-15 04:45:00,SMM00894_20230215_044500.wav,0,no rain,0.0
2023-02-15 04:50:00,SMM00894_20230215_045000.wav,0,no rain,0.0
2023-02-15 04:55:00,SMM00894_20230215_045500.wav,0,no rain,0.0
2023-02-15 05:00:00,SMM00894_20230215_050000.wav,0,no rain,0.0
2023-02-15 05:05:00,SMM00894_20230215_050500.wav,0,no rain,0.0
2023-02-15 05:10:00,SMM00894_20230215_051000.wav,0,no rain,0.0
2023-02-15 05:15:00,SMM00894_20230215_051500.wav,0,no rain,0.0
2023-02-15 05:20:00,SMM00894_20230215_052000.wav,0,no rain,0.0
2023-02-15 05:25:00,SMM00894_20230215_052500.wav,0,no rain,0.0
2023-02-15 05:30:00,SMM00894_20230215_053000.wav,0,no rain,0.0
2023-02-15 05:35:00,SMM00894_20230215_053500.wav,0,no rain,0.0
2023-02-15 05:40:00,SMM00894_20230215_054000.wav,0,no rain,0.0
2023-02-15 05:45:00,SMM00894_20230215_054500.wav,0,no rain,0.0
2023-02-15 05:50:00,SMM00894_20230215_055000.wav,0,no rain,0.0
2023-02-15 05:55:00,SMM00894_20230215_055500.wav,0,no rain,0.0
2023-02-15 06:00:00,SMM00894_20230215_060000.wav,0,no rain,0.0
2023-02-15 06:05:00,SMM00894_20230215_060500.wav,0,no rain,0.0
2023-02-15 06:10:00,SMM00894_20230215_061000.wav,0,no rain,0.0
2023-02-15 06:15:00,SMM00894_20230215_061500.wav,0,no rain,0.0
2023-02-15 06:20:00,SMM00894_20230215_062000.wav,0,no rain,0.0
2023-02-15 06:25:00,SMM00894_20230215_062500.wav,0,no rain,0.0
2023-02-15 06:30:00,SMM00894_20230215_063000.wav,0,no rain,0.0
2023-02-15 06:35:00,SMM00894_20230215_063500.wav,0,no rain,0.0
2023-02-15 06:40:00,SMM00894_20230215_064000.wav,0,no rain,0.0
2023-02-15 06:45:00,SMM00894_20230215_064500.wav,0,no rain,0.0
2023-02-15 06:50:00,SMM00894_20230215_065000.wav,0,no rain,0.0
2023-02-15 06:55:00,SMM00894_20230215_065500.wav,0,no rain,0.0
2023-02-15 07:00:00,SMM00894_20230215_070000.wav,0,no rain,0.0
2023-02-15 07:05:00,SMM00894_20230215_070500.wav,0,no rain,0.0
2023-02-15 07:10:00,SMM00894_20230215_071000.wav,0,no rain,0.0
2023-02-15 07:15:00,SMM00894_20230215_071500.wav,0,no rain,0.0
2023-02-15 07:20:00,SMM00894_20230215_072000.wav,0,no rain,0.0
2023-02-15 07:25:00,SMM00894_20230215_072500.wav,0,no rain,0.0
2023-02-15 07:30:00,SMM00894_20230215_073000.wav,0,no rain,0.0
2023-02-15 07:35:00,SMM00894_20230215_073500.wav,0,no rain,0.0
2023-02-15 07:40:00,SMM00894_20230215_074000.wav,0,no rain,0.0
2023-02-15 07:45:00,SMM00894_20230215_074500.wav,0,no rain,0.0
2023-02-15 07:50:00,SMM00894_20230215_075000.wav,0,no rain,0.0
2023-02-15 07:55:00,SMM00894_20230215_075500.wav,0,no rain,0.0
2023-02-15 08:00:00,SMM00894_20230215_080000.wav,0,no rain,0.0
2023-02-15 08:05:00,SMM00894_20230215_080500.wav,0,no rain,0.0
2023-02-15 08:10:00,SMM00894_20230215_081000.wav,0,no rain,0.0
2023-02-15 08:15:00,SMM00894_20230215_081500.wav,0,no rain,0.0
2023-02-15 08:20:00,SMM00894_20230215_082000.wav,0,no rain,0.0
2023-02-15 08:25:00,SMM00894_20230215_082500.wav,0,no rain,0.0
2023-02-15 08:30:00,SMM00894_20230215_083000.wav,0,no rain,0.0
2023-02-15 08:35:00,SMM00894_20230215_083500.wav,0,no rain,0.0
2023-02-15 08:40:00,SMM00894_20230215_084000.wav,0,no rain,0.0
2023-02-15 08:45:00,SMM00894_20230215_084500.wav,0,no rain,0.0
2023-02-15 08:50:00,SMM00894_20230215_085000.wav,0,no rain,0.0
2023-02-15 08:55:00,SMM00894_20230215_085500.wav,0,no rain,0.0
2023-02-15 09:00:00,SMM00894_20230215_090000.wav,0,no rain,0.0
2023-02-15 09:05:00,SMM00894_20230215_090500.wav,0,no rain,0.0
2023-02-15 09:10:00,SMM00894_20230215_091000.wav,0,no rain,0.0
2023-02-15 09:15:00,SMM00894_20230215_091500.wav,0,no rain,0.0
2023-02-15 09:20:00,SMM00894_20230215_092000.wav,0,no rain,0.0
2023-02-15 09:25:00,SMM00894_20230215_092500.wav,0,no rain,0.0
2023-02-15 09:30:00,SMM00894_20230215_093000.wav,0,no rain,0.0
2023-02-15 09:35:00,SMM00894_20230215_093500.wav,0,no rain,0.2
2023-02-15 09:40:00,SMM00894_20230215_094000.wav,0,no rain,0.0
2023-02-15 09:45:00,SMM00894_20230215_094500.wav,0,no rain,0.0
2023-02-15 09:50:00,SMM00894_20230215_095000.wav,0,no rain,0.0
2023-02-15 09:55:00,SMM00894_20230215_095500.wav,0,no rain,0.0
2023-02-15 10:00:00,SMM00894_20230215_100000.wav,0,no rain,0.0
2023-02-15 10:05:00,SMM00894_20230215_100500.wav,0,no rain,0.0
2023-02-15 10:10:00,SMM00894_20230215_101000.wav,0,no rain,0.0
2023-02-15 10:15:00,SMM00894_20230215_101500.wav,0,no rain,0.0
2023-02-15 10:20:00,SMM00894_20230215_102000.wav,0,no rain,0.0
2023-02-15 10:25:00,SMM00894_20230215_102500.wav,0,no rain,0.0
2023-02-15 10:30:00,SMM00894_20230215_103000.wav,0,no rain,0.0
2023-02-15 10:35:00,SMM00894_20230215_103500.wav,0,no rain,0.0
2023-02-15 10:40:00,SMM00894_20230215_104000.wav,0,no rain,0.0
2023-02-15 10:45:00,SMM00894_20230215_104500.wav,0,no rain,0.0
2023-02-15 10:50:00,SMM00894_20230215_105000.wav,0,no rain,0.0
2023-02-15 10:55:00,SMM00894_20230215_105500.wav,0,no rain,0.0
2023-02-15 11:00:00,SMM00894_20230215_110000.wav,0,no rain,0.0
2023-02-15 11:05:00,SMM00894_20230215_110500.wav,0,no rain,0.0
2023-02-15 11:10:00,SMM00894_20230215_111000.wav,0,no rain,0.0
2023-02-15 11:15:00,SMM00894_20230215_111500.wav,0,no rain,0.0
2023-02-15 11:20:00,SMM00894_20230215_112000.wav,0,no rain,0.0
2023-02-15 11:25:00,SMM00894_20230215_112500.wav,0,no rain,0.0
2023-02-15 11:30:00,SMM00894_20230215_113000.wav,0,no rain,0.0
2023-02-15 11:35:00,SMM00894_20230215_113500.wav,0,no rain,0.0
2023-02-15 11:40:00,SMM00894_20230215_114000.wav,0,no rain,0.0
2023-02-15 11:45:00,SMM00894_20230215_114500.wav,0,no rain,0.0
2023-02-15 11:50:00,SMM00894_20230215_115000.wav,0,no rain,0.0
2023-02-15 11:55:00,SMM00894_20230215_115500.wav,0,no rain,0.0
2023-02-15 12:00:00,SMM00894_20230215_120000.wav,0,no rain,0.0
2023-02-15 12:05:00,SMM00894_20230215_120500.wav,0,no rain,0.0
2023-02-15 12:10:00,SMM00894_20230215_121000.wav,0,no rain,0.0
2023-02-15 12:15:00,SMM00894_20230215_121500.wav,0,no rain,0.0
2023-02-15 12:20:00,SMM00894_20230215_122000.wav,0,no rain,0.0
2023-02-15 12:25:00,SMM00894_20230215_122500.wav,0,no rain,0.0
2023-02-15 12:30:00,SMM00894_20230215_123000.wav,0,no rain,0.0
2023-02-15 12:35:00,SMM00894_20230215_123500.wav,0,no rain,0.0
2023-02-15 12:40:00,SMM00894_20230215_124000.wav,0,no rain,0.0
2023-02-15 12:45:00,SMM00894_20230215_124500.wav,0,no rain,0.0
2023-02-15 12:50:00,SMM00894_20230215_125000.wav,0,no rain,0.0
2023-02-15 12:55:00,SMM00894_20230215_125500.wav,0,no rain,0.0
2023-02-15 13:00:00,SMM00894_20230215_130000.wav,0,no rain,0.0
2023-02-15 13:05:00,SMM00894_20230215_130500.wav,0,no rain,0.0
2023-02-15 13:10:00,SMM00894_20230215_131000.wav,0,no rain,0.0
2023-02-15 13:15:00,SMM00894_20230215_131500.wav,0,no rain,0.0
2023-02-15 13:20:00,SMM00894_20230215_132000.wav,0,no rain,0.0
2023-02-15 13:25:00,SMM00894_20230215_132500.wav,0,no rain,0.0
2023-02-15 13:30:00,SMM00894_20230215_133000.wav,0,no rain,0.0
2023-02-15 13:35:00,SMM00894_20230215_133500.wav,1,light,0.2
2023-02-15 13:40:00,SMM00894_20230215_134000.wav,1,heavy,3.2
2023-02-15 13:45:00,SMM00894_20230215_134500.wav,1,heavy,2.6
2023-02-15 13:50:00,SMM00894_20230215_135000.wav,1,heavy,1.8
2023-02-15 13:55:00,SMM00894_20230215_135500.wav,1,heavy,2.6
2023-02-15 14:00:00,SMM00894_20230215_140000.wav,1,heavy,2.2
2023-02-15 14:05:00,SMM00894_20230215_140500.wav,1,heavy,1.8
2023-02-15 14:10:00,SMM00894_20230215_141000.wav,1,heavy,1.2
2023-02-15 14:15:00,SMM00894_20230215_141500.wav,1,light,0.2
2023-02-15 14:20:00,SMM00894_20230215_142000.wav,1,light,0.2
2023-02-15 14:25:00,SMM00894_20230215_142500.wav,0,no rain,0.0
2023-02-15 14:30:00,SMM00894_20230215_143000.wav,0,no rain,0.0
2023-02-15 14:35:00,SMM00894_20230215_143500.wav,0,no rain,0.2
2023-02-15 14:40:00,SMM00894_20230215_144000.wav,0,no rain,0.0
2023-02-15 14:45:00,SMM00894_20230215_144500.wav,0,no rain,0.2
2023-02-15 14:50:00,SMM00894_20230215_145000.wav,0,no rain,0.0
2023-02-15 14:55:00,SMM00894_20230215_145500.wav,1,light,0.2
2023-02-15 15:00:00,SMM00894_20230215_150000.wav,1,light,0.2
2023-02-15 15:05:00,SMM00894_20230215_150500.wav,1,light,0.2
2023-02-15 15:10:00,SMM00894_20230215_151000.wav,1,light,0.2
2023-02-15 15:15:00,SMM00894_20230215_151500.wav,1,moderate,0.4
2023-02-15 15:20:00,SMM00894_20230215_152000.wav,1,light,0.2
2023-02-15 15:25:00,SMM00894_20230215_152500.wav,1,light,0.2
2023-02-15 15:30:00,SMM00894_20230215_153000.wav,1,light,0.2
2023-02-15 15:35:00,SMM00894_20230215_153500.wav,1,light,0.2
2023-02-15 15:40:00,SMM00894_20230215_154000.wav,0,no rain,0.0
2023-02-15 15:45:00,SMM00894_20230215_154500.wav,0,no rain,0.0
2023-02-15 15:50:00,SMM00894_20230215_155000.wav,0,no rain,0.2
